geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
1140,-23.517931,-46.66743,sao paulo,SP
1141,-23.520119,-46.66584,são paulo,SP
1142,-23.519934,-46.62513,sao paulo,SP
1144,-23.523624,-46.672016,sao paulo,SP
1150,-23.532255,-46.662758,sao paulo,SP
1151,-23.527788,-46.66031,sao paulo,SP
1152,-23.52917,-46.65215,sao paulo,SP
1153,-23.528118,-46.656452,são paulo,SP
1154,-23.531582,-46.661747,sao paulo,SP
1155,-23.528788,-46.664406,sao paulo,SP
1156,-23.529827,-46.664665,são paulo,SP
1189,-23.532108,-46.638393,sao paulo,SP
1200,-23.531569,-46.649868,sao paulo,SP
1201,-23.534357,-46.649357,sao paulo,SP
1202,-23.530245,-46.65091,são paulo,SP
1203,-23.537119,-46.644386,sao paulo,SP
1204,-23.5368,-46.644417,sao paulo,SP
1205,-23.531761,-46.645927,são paulo,SP
1206,-23.535536,-46.64305,sao paulo,SP
1207,-23.53684,-46.640392,sao paulo,SP
1208,-23.540823,-46.639713,sao paulo,SP
1209,-23.539446,-46.639378,sao paulo,SP
1210,-23.540861,-46.643856,são paulo,SP
1211,-23.535822,-46.651604,sao paulo,SP
1212,-23.537512,-46.63706,são paulo,SP
1213,-23.5364,-46.640038,sao paulo,SP
1214,-23.535696,-46.641415,sao paulo,SP
1215,-23.537983,-46.649277,são paulo,SP
1216,-23.535973,-46.651405,sao paulo,SP
1217,-23.533844,-46.649406,sao paulo,SP
1218,-23.531544,-46.65067,são paulo,SP
1219,-23.540224,-46.64528,sao paulo,SP
1220,-23.542759,-46.645473,sao paulo,SP
1221,-23.546015,-46.649002,sao paulo,SP
1222,-23.54716,-46.649895,são paulo,SP
1223,-23.543772,-46.648273,sao paulo,SP
1224,-23.54172,-46.64883,sao paulo,SP
1225,-23.540648,-46.64825,sao paulo,SP
1226,-23.53448,-46.65503,são paulo,SP
1227,-23.53729,-46.65443,sao paulo,SP
1228,-23.548393,-46.65902,sao paulo,SP
1229,-23.541088,-46.65734,sao paulo,SP
1230,-23.532734,-46.654324,sao paulo,SP
1231,-23.536709,-46.65964,sao paulo,SP
1232,-23.536768,-46.65507,sao paulo,SP
1233,-23.5403,-46.662785,sao paulo,SP
1234,-23.537056,-46.663616,sao paulo,SP
1235,-23.536459,-46.664246,sao paulo,SP
1236,-23.541693,-46.667473,sao paulo,SP
1237,-23.544317,-46.669823,sao paulo,SP
1238,-23.541952,-46.659317,sao paulo,SP
1239,-23.548782,-46.65746,sao paulo,SP
1240,-23.543787,-46.65861,sao paulo,SP
1241,-23.545677,-46.656994,são paulo,SP
1242,-23.547527,-46.655804,sao paulo,SP
1243,-23.549469,-46.655098,sao paulo,SP
1244,-23.544992,-46.65968,sao paulo,SP
1245,-23.549297,-46.663593,são paulo,SP
1246,-23.552591,-46.666405,sao paulo,SP
1247,-23.551342,-46.669376,são paulo,SP
1248,-23.547308,-46.667892,sao paulo,SP
1249,-23.547565,-46.66977,sao paulo,SP
1250,-23.548107,-46.67255,sao paulo,SP
1251,-23.547009,-46.673992,são paulo,SP
1252,-23.541733,-46.67711,sao paulo,SP
1253,-23.543207,-46.680244,sao paulo,SP
1254,-23.541967,-46.681915,são paulo,SP
1255,-23.545782,-46.6812,sao paulo,SP
1256,-23.548567,-46.683292,são paulo,SP
1257,-23.545073,-46.68438,sao paulo,SP
1258,-23.544992,-46.685596,sao paulo,SP
1259,-23.543356,-46.683945,sao paulo,SP
1262,-23.550856,-46.677353,sao paulo,SP
1290,-23.540962,-46.65775,são paulo,SP
1301,-23.550814,-46.65526,sao paulo,SP
1302,-23.547651,-46.643578,sao paulo,SP
1303,-23.55001,-46.648182,sao paulo,SP
1304,-23.55218,-46.652992,sao paulo,SP
1305,-23.556084,-46.658024,sao paulo,SP
1306,-23.554335,-46.649673,sao paulo,SP
1307,-23.54936,-46.654125,sao paulo,SP
1308,-23.555183,-46.652264,sao paulo,SP
1309,-23.557323,-46.65693,são paulo,SP
1310,-23.556927,-46.66154,sao paulo,SP
1311,-23.560566,-46.65761,sao paulo,SP
1312,-23.553646,-46.648277,sao paulo,SP
1313,-23.556513,-46.650253,sao paulo,SP
1314,-23.550272,-46.64153,sao paulo,SP
1315,-23.552593,-46.640682,sao paulo,SP
1316,-23.552982,-46.639774,sao paulo,SP
1317,-23.56281,-46.645382,sao paulo,SP
1318,-23.565039,-46.647316,sao paulo,SP
1319,-23.551563,-46.640213,são paulo,SP
1320,-23.557339,-46.63878,sao paulo,SP
1321,-23.558962,-46.640892,sao paulo,SP
1322,-23.56419,-46.64357,sao paulo,SP
1323,-23.5636,-46.64097,sao paulo,SP
1324,-23.55136,-46.64339,sao paulo,SP
1325,-23.560404,-46.644093,sao paulo,SP
1326,-23.558908,-46.645172,sao paulo,SP
1327,-23.56522,-46.645153,sao paulo,SP
1328,-23.55543,-46.645336,sao paulo,SP
1329,-23.563147,-46.646618,sao paulo,SP
1330,-23.556818,-46.64986,sao paulo,SP
1331,-23.562328,-46.65033,sao paulo,SP
1332,-23.559875,-46.653126,sao paulo,SP
1333,-23.56357,-46.651844,sao paulo,SP
1401,-23.569748,-46.651005,sao paulo,SP
1402,-23.584066,-46.66998,sao paulo,SP
1403,-23.570347,-46.653152,são paulo,SP
1404,-23.569942,-46.657093,sao paulo,SP
1405,-23.566963,-46.656982,sao paulo,SP
1406,-23.56582,-46.658012,são paulo,SP
1407,-23.57848,-46.675167,sao paulo,SP
1408,-23.569439,-46.66342,sao paulo,SP
1409,-23.561367,-46.657593,sao paulo,SP
1410,-23.558596,-46.65657,sao paulo,SP
1411,-23.568546,-46.664833,sao paulo,SP
1412,-23.564423,-46.66684,são paulo,SP
1413,-23.558632,-46.6607,são paulo,SP
1414,-23.563623,-46.667603,são paulo,SP
1415,-23.55184,-46.654552,sao paulo,SP
1416,-23.559511,-46.667065,sao paulo,SP
1417,-23.48851,-46.714607,sao paulo,SP
1418,-23.563122,-46.656567,sao paulo,SP
1419,-23.557768,-46.662674,sao paulo,SP
1420,-23.568518,-46.651917,sao paulo,SP
1421,-23.562332,-46.661205,são paulo,SP
1422,-23.559784,-46.66608,sao paulo,SP
1423,-23.568918,-46.656994,sao paulo,SP
1424,-23.568163,-46.66118,sao paulo,SP
1425,-23.57233,-46.660824,sao paulo,SP
1426,-23.562597,-46.66969,sao paulo,SP
1427,-23.573515,-46.66112,são paulo,SP
1428,-23.576462,-46.659332,sao paulo,SP
1429,-23.575241,-46.663074,são paulo,SP
1430,-23.88163,-46.643818,sao paulo,SP
1431,-23.578167,-46.662884,sao paulo,SP
1432,-23.57442,-46.664223,sao paulo,SP
1433,-23.581884,-46.668488,são paulo,SP
1434,-23.577917,-46.669453,sao paulo,SP
1435,-23.579681,-46.669632,sao paulo,SP
1436,-23.57265,-46.667717,sao paulo,SP
1437,-23.570955,-46.669697,sao paulo,SP
1438,-23.570326,-46.672993,sao paulo,SP
1439,-23.566284,-46.673405,sao paulo,SP
1440,-23.564486,-46.67442,sao paulo,SP
1441,-23.575657,-46.689518,são paulo,SP
1442,-23.563702,-46.67529,sao paulo,SP
1443,-23.567509,-46.68472,sao paulo,SP
1444,-23.605675,-46.745445,sao paulo,SP
1445,-23.568346,-46.689106,sao paulo,SP
1446,-23.575693,-46.67657,sao paulo,SP
1447,-23.572517,-46.68071,sao paulo,SP
1448,-23.577417,-46.678173,sao paulo,SP
1449,-23.576292,-46.681423,sao paulo,SP
1450,-23.574926,-46.68505,sao paulo,SP
1451,-23.583488,-46.68508,sao paulo,SP
1452,-23.568832,-46.691994,sao paulo,SP
1453,-23.583435,-46.686462,sao paulo,SP
1454,-23.58215,-46.686382,sao paulo,SP
1455,-23.58069,-46.68752,sao paulo,SP
1456,-23.578505,-46.690117,sao paulo,SP
1457,-23.578836,-46.69093,sao paulo,SP
1472,-23.570543,-46.691296,sao paulo,SP
1489,-23.57665,-46.6874,sao paulo,SP
1501,-23.551931,-46.635693,são paulo,SP
1502,-23.554983,-46.6357,sao paulo,SP
1503,-23.555489,-46.6356,são paulo,SP
1504,-23.563759,-46.638992,sao paulo,SP
1505,-23.555397,-46.632862,são paulo,SP
1506,-23.561802,-46.634792,são paulo,SP
1507,-23.558197,-46.63165,são paulo,SP
1508,-23.560146,-46.633347,sao paulo,SP
1509,-23.56759,-46.635452,sao paulo,SP
1510,-23.556198,-46.633446,sao paulo,SP
1511,-23.555683,-46.6331,sao paulo,SP
1512,-23.553644,-46.632618,sao paulo,SP
1513,-23.556896,-46.631004,sao paulo,SP
1514,-23.553064,-46.627686,sao paulo,SP
1516,-23.559484,-46.614464,sao paulo,SP
1517,-23.560247,-46.624832,sao paulo,SP
1518,-23.558931,-46.622925,sao paulo,SP
1519,-23.560076,-46.62183,sao paulo,SP
1520,-23.559238,-46.61832,sao paulo,SP
1521,-23.560123,-46.620808,sao paulo,SP
1522,-23.559164,-46.615467,sao paulo,SP
1523,-23.563663,-46.61929,sao paulo,SP
1524,-23.567045,-46.61611,sao paulo,SP
1525,-23.567009,-46.637527,sao paulo,SP
1526,-23.566902,-46.63006,sao paulo,SP
1527,-23.563145,-46.62658,sao paulo,SP
1528,-23.563269,-46.62568,sao paulo,SP
1529,-23.569353,-46.6369,sao paulo,SP
1530,-23.586145,-46.72796,sao paulo,SP
1531,-23.570124,-46.632656,sao paulo,SP
1532,-23.572062,-46.636135,sao paulo,SP
1533,-23.572199,-46.63913,sao paulo,SP
1534,-23.562847,-46.623913,sao paulo,SP
1535,-23.569618,-46.6249,sao paulo,SP
1536,-23.56254,-46.622345,sao paulo,SP
1537,-23.569023,-46.62199,sao paulo,SP
1538,-23.573206,-46.622902,são paulo,SP
1539,-23.573782,-46.62058,sao paulo,SP
1540,-23.564613,-46.6205,sao paulo,SP
1541,-23.568722,-46.6188,sao paulo,SP
1542,-23.57081,-46.621147,sao paulo,SP
1543,-23.575756,-46.6201,sao paulo,SP
1544,-23.576923,-46.622913,sao paulo,SP
1545,-23.581373,-46.617874,sao paulo,SP
1546,-23.576254,-46.62236,são paulo,SP
1547,-23.582024,-46.623222,sao paulo,SP
1548,-23.578346,-46.61471,sao paulo,SP
1549,-23.577322,-46.617085,sao paulo,SP
1550,-23.572037,-46.61521,sao paulo,SP
1551,-23.576649,-46.612164,sao paulo,SP
1552,-23.573835,-46.61101,sao paulo,SP
1553,-23.574303,-46.609684,sao paulo,SP
2009,-23.515799,-46.64114,sao paulo,SP
2010,-23.514929,-46.626408,são paulo,SP
2011,-23.501904,-46.62623,sao paulo,SP
2012,-23.508362,-46.627525,sao paulo,SP
2013,-23.503086,-46.633823,sao paulo,SP
2016,-23.500978,-46.627125,sao paulo,SP
2017,-23.50138,-46.639206,são paulo,SP
2018,-23.493511,-46.631065,sao paulo,SP
2019,-23.498262,-46.62855,sao paulo,SP
2020,-23.499084,-46.632267,sao paulo,SP
2021,-23.49944,-46.633804,sao paulo,SP
2022,-23.506237,-46.640434,são paulo,SP
2028,-23.507519,-46.61747,sao paulo,SP
2029,-23.510937,-46.62009,sao paulo,SP
2030,-23.50477,-46.624702,sao paulo,SP
2031,-23.515068,-46.625317,sao paulo,SP
2032,-23.510777,-46.62391,sao paulo,SP
2033,-23.502153,-46.616882,sao paulo,SP
2034,-23.504124,-46.624607,sao paulo,SP
2035,-23.500395,-46.622334,são paulo,SP
2036,-23.502108,-46.62196,sao paulo,SP
2037,-23.499987,-46.61873,sao paulo,SP
2038,-23.498571,-46.623352,sao paulo,SP
2039,-23.492311,-46.62053,sao paulo,SP
2040,-23.489023,-46.62187,sao paulo,SP
2041,-23.490103,-46.619728,sao paulo,SP
2042,-23.488022,-46.619003,sao paulo,SP
2043,-23.490223,-46.617325,sao paulo,SP
2044,-23.495682,-46.618946,sao paulo,SP
2045,-23.494406,-46.61732,sao paulo,SP
2046,-23.487747,-46.61153,sao paulo,SP
2047,-23.518364,-46.61421,sao paulo,SP
2049,-23.514977,-46.61611,são paulo,SP
2050,-23.516544,-46.61056,são paulo,SP
2051,-23.512268,-46.60875,sao paulo,SP
2052,-23.509466,-46.60687,sao paulo,SP
2053,-23.510427,-46.60118,sao paulo,SP
2054,-23.516363,-46.605694,sao paulo,SP
2055,-23.512953,-46.608303,sao paulo,SP
2056,-23.510641,-46.60409,são paulo,SP
2060,-23.518862,-46.603825,sao paulo,SP
2064,-23.519808,-46.596046,sao paulo,SP
2065,-23.501726,-46.602398,sao paulo,SP
2066,-23.508759,-46.602974,sao paulo,SP
2067,-23.505896,-46.606388,sao paulo,SP
2068,-23.503208,-46.613026,sao paulo,SP
2069,-23.506887,-46.61434,sao paulo,SP
2071,-23.503138,-46.609684,sao paulo,SP
2072,-23.50081,-46.60427,sao paulo,SP
2073,-23.50123,-46.60751,sao paulo,SP
2074,-23.509075,-46.593464,sao paulo,SP
2075,-23.50203,-46.60035,sao paulo,SP
2076,-23.506922,-46.59895,sao paulo,SP
2077,-23.501001,-46.596264,sao paulo,SP
2078,-23.50246,-46.593746,sao paulo,SP
2079,-23.500366,-46.602642,sao paulo,SP
2080,-23.497818,-46.606575,sao paulo,SP
2081,-23.496647,-46.605038,sao paulo,SP
2082,-23.49467,-46.609653,sao paulo,SP
2083,-23.495522,-46.599274,sao paulo,SP
2084,-23.495674,-46.599476,sao paulo,SP
2085,-23.497444,-46.61261,sao paulo,SP
2088,-23.50424,-46.620743,sao paulo,SP
2089,-23.517094,-46.616673,sao paulo,SP
2110,-23.521889,-46.593742,sao paulo,SP
2111,-23.515789,-46.591976,sao paulo,SP
2112,-23.512669,-46.586655,são paulo,SP
2113,-23.515287,-46.587345,sao paulo,SP
2114,-23.522854,-46.591778,sao paulo,SP
2115,-23.526499,-46.591885,sao paulo,SP
2116,-23.5227,-46.587547,sao paulo,SP
2117,-23.520195,-46.59354,sao paulo,SP
2118,-23.516611,-46.594765,sao paulo,SP
2119,-23.513594,-46.59299,sao paulo,SP
2120,-23.510416,-46.59422,são paulo,SP
2121,-23.511814,-46.589214,sao paulo,SP
2122,-23.513172,-46.582638,sao paulo,SP
2123,-23.510775,-46.57805,sao paulo,SP
2124,-23.506365,-46.580666,sao paulo,SP
2125,-23.507957,-46.588463,sao paulo,SP
2126,-23.506859,-46.591625,sao paulo,SP
2127,-23.50238,-46.58273,sao paulo,SP
2128,-23.503994,-46.59464,sao paulo,SP
2129,-23.505217,-46.58946,sao paulo,SP
2130,-23.5081,-46.582825,são paulo,SP
2131,-23.502811,-46.58176,sao paulo,SP
2132,-23.498331,-46.580414,sao paulo,SP
2133,-23.500292,-46.585617,sao paulo,SP
2134,-23.499317,-46.578125,sao paulo,SP
2135,-23.498808,-46.57363,sao paulo,SP
2136,-23.498255,-46.578472,são paulo,SP
2137,-23.50177,-46.571873,sao paulo,SP
2138,-23.495651,-46.57583,sao paulo,SP
2139,-23.494135,-46.57344,são paulo,SP
2141,-23.489126,-46.57563,são paulo,SP
2142,-23.509861,-46.575485,sao paulo,SP
2143,-23.507992,-46.57522,sao paulo,SP
2144,-23.505075,-46.570835,sao paulo,SP
2145,-23.501495,-46.565292,sao paulo,SP
2146,-23.500957,-46.57088,sao paulo,SP
2147,-23.499557,-46.56522,são paulo,SP
2150,-23.49575,-46.56851,sao paulo,SP
2151,-23.493538,-46.56649,sao paulo,SP
2152,-23.49816,-46.57321,são paulo,SP
2161,-23.491262,-46.570786,são paulo,SP
2162,-23.490307,-46.56191,são paulo,SP
2166,-23.52506,-46.583736,sao paulo,SP
2167,-23.522903,-46.581802,sao paulo,SP
2168,-23.520174,-46.57883,são paulo,SP
2169,-23.519327,-46.575806,sao paulo,SP
2170,-23.52538,-46.57609,são paulo,SP
2174,-23.523062,-46.571896,sao paulo,SP
2175,-23.516718,-46.57446,sao paulo,SP
2176,-23.512268,-46.573704,sao paulo,SP
2177,-23.511112,-46.569763,sao paulo,SP
2178,-23.519838,-46.570274,são paulo,SP
2179,-23.5195,-46.56731,sao paulo,SP
2180,-23.519974,-46.56594,sao paulo,SP
2181,-23.520933,-46.56271,são paulo,SP
2185,-23.512283,-46.56782,sao paulo,SP
2186,-23.513355,-46.568775,sao paulo,SP
2187,-23.515125,-46.5649,sao paulo,SP
2188,-23.50751,-46.56566,sao paulo,SP
2189,-23.507622,-46.566162,são paulo,SP
2190,-23.509912,-46.563187,sao paulo,SP
2201,-23.48565,-46.592186,são paulo,SP
2202,-23.493126,-46.594364,sao paulo,SP
2203,-23.491692,-46.590244,sao paulo,SP
2204,-23.48374,-46.589855,sao paulo,SP
2205,-23.489101,-46.588593,sao paulo,SP
2206,-23.487076,-46.589874,são paulo,SP
2207,-23.48587,-46.59066,sao paulo,SP
2208,-23.481016,-46.58547,sao paulo,SP
2209,-23.485065,-46.582363,sao paulo,SP
2210,-23.48654,-46.57927,sao paulo,SP
2211,-23.497023,-46.5959,sao paulo,SP
2212,-23.494526,-46.58841,sao paulo,SP
2213,-23.492874,-46.58454,sao paulo,SP
2214,-23.493637,-46.58577,são paulo,SP
2215,-23.491089,-46.585083,sao paulo,SP
2216,-23.494534,-46.577835,sao paulo,SP
2217,-23.490335,-46.580284,são paulo,SP
2218,-23.486734,-46.58408,sao paulo,SP
2219,-23.487936,-46.580864,sao paulo,SP
2220,-23.490746,-46.577946,sao paulo,SP
2221,-23.48198,-46.58059,sao paulo,SP
2222,-23.48463,-46.57789,sao paulo,SP
2223,-23.478722,-46.58109,sao paulo,SP
2224,-23.481352,-46.567047,sao paulo,SP
2225,-23.48034,-46.575863,sao paulo,SP
2226,-23.484632,-46.57192,sao paulo,SP
2227,-23.483253,-46.56926,sao paulo,SP
2228,-23.480057,-46.569817,sao paulo,SP
2229,-23.479292,-46.567875,sao paulo,SP
2230,-23.482748,-46.5649,sao paulo,SP
2231,-23.477856,-46.564075,são paulo,SP
2232,-23.47619,-46.561092,sao paulo,SP
2233,-23.475386,-46.56434,sao paulo,SP
2234,-23.476274,-46.56835,são paulo,SP
2235,-23.479439,-46.579014,sao paulo,SP
2236,-23.474632,-46.56894,sao paulo,SP
2237,-23.46503,-46.569588,sao paulo,SP
2238,-23.470198,-46.564842,sao paulo,SP
2239,-23.483927,-46.60867,sao paulo,SP
2240,-23.480148,-46.604095,sao paulo,SP
2241,-23.490519,-46.60742,sao paulo,SP
2242,-23.488132,-46.60766,sao paulo,SP
2243,-23.490839,-46.59836,sao paulo,SP
2244,-23.490475,-46.60639,sao paulo,SP
2245,-23.483477,-46.60599,sao paulo,SP
2246,-23.491913,-46.602005,sao paulo,SP
2247,-23.48489,-46.602104,sao paulo,SP
2248,-23.482206,-46.600002,sao paulo,SP
2249,-23.491083,-46.59519,sao paulo,SP
2250,-23.48655,-46.594692,sao paulo,SP
2251,-23.479895,-46.595512,sao paulo,SP
2252,-23.479317,-46.590435,sao paulo,SP
2253,-23.479546,-46.596924,sao paulo,SP
2254,-23.485119,-46.596176,sao paulo,SP
2255,-23.47597,-46.591457,sao paulo,SP
2256,-23.47607,-46.587574,são paulo,SP
2257,-23.471724,-46.58517,sao paulo,SP
2258,-23.476234,-46.582108,sao paulo,SP
2259,-23.471607,-46.58039,são paulo,SP
2260,-23.469303,-46.575504,sao paulo,SP
2261,-23.46736,-46.57716,sao paulo,SP
2262,-23.466686,-46.57588,sao paulo,SP
2263,-23.463533,-46.577156,são paulo,SP
2264,-23.463068,-46.577335,são paulo,SP
2265,-23.476519,-46.59555,são paulo,SP
2266,-23.473518,-46.59417,são paulo,SP
2267,-23.476433,-46.59818,sao paulo,SP
2268,-23.468822,-46.59342,sao paulo,SP
2269,-23.474592,-46.596153,são paulo,SP
2270,-23.472794,-46.594646,sao paulo,SP
2271,-23.468912,-46.588074,sao paulo,SP
2272,-23.469864,-46.587852,sao paulo,SP
2273,-23.458868,-46.585747,sao paulo,SP
2274,-23.468245,-46.58503,sao paulo,SP
2275,-23.465097,-46.590504,sao paulo,SP
2276,-23.459902,-46.584496,sao paulo,SP
2277,-23.46275,-46.582,sao paulo,SP
2278,-23.46354,-46.58182,sao paulo,SP
2279,-23.460482,-46.57585,sao paulo,SP
2280,-23.454233,-46.573833,sao paulo,SP
2281,-23.449179,-46.574352,sao paulo,SP
2282,-23.445621,-46.56747,sao paulo,SP
2284,-23.469704,-46.568684,sao paulo,SP
2286,-23.408587,-46.579605,sao paulo,SP
2288,-23.432886,-46.571323,sao paulo,SP
2289,-23.417067,-46.583633,sao paulo,SP
2290,-23.543295,-46.630745,sao paulo,SP
2301,-23.487415,-46.6163,sao paulo,SP
2302,-23.48632,-46.61519,sao paulo,SP
2303,-23.482426,-46.612484,sao paulo,SP
2304,-23.481771,-46.602703,sao paulo,SP
2305,-23.480412,-46.606533,sao paulo,SP
2306,-23.45245,-46.601498,sao paulo,SP
2307,-23.482876,-46.608006,sao paulo,SP
2308,-23.475634,-46.601517,sao paulo,SP
2309,-23.477262,-46.6043,sao paulo,SP
2310,-23.471945,-46.598644,sao paulo,SP
2311,-23.46784,-46.600666,sao paulo,SP
2312,-23.464136,-46.602394,são paulo,SP
2313,-23.465206,-46.5985,sao paulo,SP
2314,-23.461369,-46.601105,sao paulo,SP
2315,-23.463362,-46.59647,sao paulo,SP
2316,-23.462011,-46.594677,sao paulo,SP
2317,-23.458311,-46.59566,sao paulo,SP
2318,-23.454905,-46.592705,sao paulo,SP
2319,-23.45017,-46.589676,são paulo,SP
2320,-23.449476,-46.59792,sao paulo,SP
2321,-23.447495,-46.588516,sao paulo,SP
2322,-23.448542,-46.59796,sao paulo,SP
2323,-23.50276,-46.57362,sao paulo,SP
2324,-23.445715,-46.583202,sao paulo,SP
2325,-23.455935,-46.584995,sao paulo,SP
2326,-23.447706,-46.57541,sao paulo,SP
2327,-23.443985,-46.57518,sao paulo,SP
2328,-23.433817,-46.571175,sao paulo,SP
2329,-23.449203,-46.57913,sao paulo,SP
2330,-23.485064,-46.615715,são paulo,SP
2331,-23.486536,-46.61933,sao paulo,SP
2332,-23.486317,-46.622242,sao paulo,SP
2333,-23.473608,-46.619003,são paulo,SP
2334,-23.484964,-46.61934,são paulo,SP
2335,-23.484232,-46.616028,sao paulo,SP
2336,-23.480585,-46.619354,são paulo,SP
2337,-23.47647,-46.612743,são paulo,SP
2338,-23.474094,-46.618206,sao paulo,SP
2339,-23.47618,-46.613964,são paulo,SP
2340,-23.4669,-46.616127,sao paulo,SP
2341,-23.456976,-46.61453,são paulo,SP
2342,-23.47405,-46.610886,sao paulo,SP
2343,-23.470146,-46.606323,sao paulo,SP
2344,-23.468784,-46.611286,sao paulo,SP
2345,-23.468624,-46.616302,sao paulo,SP
2346,-23.472004,-46.60844,sao paulo,SP
2347,-23.460674,-46.60561,sao paulo,SP
2348,-23.459913,-46.6125,sao paulo,SP
2349,-23.461435,-46.603596,sao paulo,SP
2350,-23.459347,-46.609295,sao paulo,SP
2351,-23.456064,-46.59857,sao paulo,SP
2352,-23.454506,-46.594345,sao paulo,SP
2353,-23.453075,-46.605835,sao paulo,SP
2354,-23.454796,-46.606857,sao paulo,SP
2355,-23.453613,-46.611534,são paulo,SP
2356,-23.450089,-46.611042,sao paulo,SP
2357,-23.450617,-46.611996,sao paulo,SP
2358,-23.446392,-46.60949,sao paulo,SP
2359,-23.445658,-46.619728,sao paulo,SP
2360,-23.435347,-46.57803,sao paulo,SP
2361,-23.435951,-46.582428,sao paulo,SP
2362,-23.638582,-46.608177,sao paulo,SP
2363,-23.433311,-46.577755,sao paulo,SP
2364,-23.433434,-46.582066,são paulo,SP
2365,-23.42479,-46.580547,sao paulo,SP
2366,-23.429829,-46.592945,sao paulo,SP
2367,-23.423088,-46.58728,sao paulo,SP
2368,-23.39926,-46.577583,sao paulo,SP
2370,-23.463434,-46.6224,sao paulo,SP
2371,-23.460861,-46.619972,sao paulo,SP
2372,-23.459036,-46.623703,são paulo,SP
2373,-23.457035,-46.619324,sao paulo,SP
2374,-23.456465,-46.620583,sao paulo,SP
2375,-23.453922,-46.626137,sao paulo,SP
